stop_sequence,station,latitude,longitude,distance_km_to_centre,travel_min_to_centre,park_and_ride,rtb_area,year,bedrooms,property_type,avg_rent,dublin_avg,vs_dublin_pct
6,Milltown,53.309917,-6.251728,3.3,13,No,"Milltown, Dublin 6",2020,One bed,All property types,1686.64,1317.27,28.0
6,Milltown,53.309917,-6.251728,3.3,13,No,"Milltown, Dublin 6",2020,One bed,Apartment,1696.68,1445.15,17.4
6,Milltown,53.309917,-6.251728,3.3,13,No,"Milltown, Dublin 6",2020,Two bed,All property types,2013.95,1774.65,13.5
6,Milltown,53.309917,-6.251728,3.3,13,No,"Milltown, Dublin 6",2020,Two bed,Terrace house,1883.31,1686.9,11.6
6,Milltown,53.309917,-6.251728,3.3,13,No,"Milltown, Dublin 6",2020,Two bed,Apartment,2036.91,1805.1,12.8
6,Milltown,53.309917,-6.251728,3.3,13,No,"Milltown, Dublin 6",2020,Three bed,All property types,2373.71,1965.78,20.8
6,Milltown,53.309917,-6.251728,3.3,13,No,"Milltown, Dublin 6",2020,Three bed,Apartment,2345.92,2185.84,7.3
6,Milltown,53.309917,-6.251728,3.3,13,No,"Milltown, Dublin 6",2020,1 to 2 bed,All property types,1917.09,1587.47,20.8
6,Milltown,53.309917,-6.251728,3.3,13,No,"Milltown, Dublin 6",2020,1 to 2 bed,Terrace house,1883.31,1639.32,14.9
6,Milltown,53.309917,-6.251728,3.3,13,No,"Milltown, Dublin 6",2020,1 to 2 bed,Apartment,1925.15,1675.51,14.9
6,Milltown,53.309917,-6.251728,3.3,13,No,"Milltown, Dublin 6",2020,1 to 3 bed,All property types,1991.24,1667.88,19.4
6,Milltown,53.309917,-6.251728,3.3,13,No,"Milltown, Dublin 6",2020,1 to 3 bed,Terrace house,2015.17,1775.39,13.5
6,Milltown,53.309917,-6.251728,3.3,13,No,"Milltown, Dublin 6",2020,1 to 3 bed,Apartment,1967.01,1721.25,14.3
7,Windy Arbour,53.301558,-6.250708,4.23,15,No,"Churchtown, Dublin 14",2020,All bedrooms,All property types,2260.83,1736.52,30.2
7,Windy Arbour,53.301558,-6.250708,4.23,15,No,"Churchtown, Dublin 14",2020,All bedrooms,Semi detached house,2282.4,1991.14,14.6
7,Windy Arbour,53.301558,-6.250708,4.23,15,No,"Churchtown, Dublin 14",2020,All bedrooms,Terrace house,2164.55,1895.35,14.2
7,Windy Arbour,53.301558,-6.250708,4.23,15,No,"Churchtown, Dublin 14",2020,All bedrooms,Apartment,2265.95,1725.76,31.3
7,Windy Arbour,53.301558,-6.250708,4.23,15,No,"Churchtown, Dublin 14",2020,One bed,All property types,1801.83,1317.27,36.8
7,Windy Arbour,53.301558,-6.250708,4.23,15,No,"Churchtown, Dublin 14",2020,One bed,Apartment,1830.23,1445.15,26.6
7,Windy Arbour,53.301558,-6.250708,4.23,15,No,"Churchtown, Dublin 14",2020,Two bed,All property types,2328.62,1774.65,31.2
7,Windy Arbour,53.301558,-6.250708,4.23,15,No,"Churchtown, Dublin 14",2020,Two bed,Apartment,2407.86,1805.1,33.4
7,Windy Arbour,53.301558,-6.250708,4.23,15,No,"Churchtown, Dublin 14",2020,Three bed,All property types,2411.55,1965.78,22.7
7,Windy Arbour,53.301558,-6.250708,4.23,15,No,"Churchtown, Dublin 14",2020,Three bed,Semi detached house,2204.62,1842.67,19.6
7,Windy Arbour,53.301558,-6.250708,4.23,15,No,"Churchtown, Dublin 14",2020,1 to 2 bed,All property types,2153.02,1587.47,35.6
7,Windy Arbour,53.301558,-6.250708,4.23,15,No,"Churchtown, Dublin 14",2020,1 to 2 bed,Apartment,2206.56,1675.51,31.7
7,Windy Arbour,53.301558,-6.250708,4.23,15,No,"Churchtown, Dublin 14",2020,1 to 3 bed,All property types,2211.4,1667.88,32.6
7,Windy Arbour,53.301558,-6.250708,4.23,15,No,"Churchtown, Dublin 14",2020,1 to 3 bed,Semi detached house,2110.09,1799.57,17.3
7,Windy Arbour,53.301558,-6.250708,4.23,15,No,"Churchtown, Dublin 14",2020,1 to 3 bed,Terrace house,1978.89,1775.39,11.5
7,Windy Arbour,53.301558,-6.250708,4.23,15,No,"Churchtown, Dublin 14",2020,1 to 3 bed,Apartment,2265.95,1721.25,31.6
7,Windy Arbour,53.301558,-6.250708,4.23,15,No,"Churchtown, Dublin 14",2020,Four plus bed,All property types,2722.91,2583.17,5.4
8,Dundrum,53.292358,-6.245117,5.3,17,No,"Dundrum, Dublin 16",2020,All bedrooms,All property types,1937.19,1736.52,11.6
8,Dundrum,53.292358,-6.245117,5.3,17,No,"Dundrum, Dublin 16",2020,All bedrooms,Detached house,2505.91,2432.36,3.0
8,Dundrum,53.292358,-6.245117,5.3,17,No,"Dundrum, Dublin 16",2020,All bedrooms,Semi detached house,2224.31,1991.14,11.7
8,Dundrum,53.292358,-6.245117,5.3,17,No,"Dundrum, Dublin 16",2020,All bedrooms,Terrace house,1961.74,1895.35,3.5
8,Dundrum,53.292358,-6.245117,5.3,17,No,"Dundrum, Dublin 16",2020,All bedrooms,Apartment,1868.52,1725.76,8.3
8,Dundrum,53.292358,-6.245117,5.3,17,No,"Dundrum, Dublin 16",2020,One bed,All property types,1568.83,1317.27,19.1
8,Dundrum,53.292358,-6.245117,5.3,17,No,"Dundrum, Dublin 16",2020,One bed,Apartment,1582.84,1445.15,9.5
8,Dundrum,53.292358,-6.245117,5.3,17,No,"Dundrum, Dublin 16",2020,Two bed,All property types,1890.3,1774.65,6.5
8,Dundrum,53.292358,-6.245117,5.3,17,No,"Dundrum, Dublin 16",2020,Two bed,Apartment,1897.21,1805.1,5.1
8,Dundrum,53.292358,-6.245117,5.3,17,No,"Dundrum, Dublin 16",2020,Three bed,All property types,2261.04,1965.78,15.0
8,Dundrum,53.292358,-6.245117,5.3,17,No,"Dundrum, Dublin 16",2020,Three bed,Semi detached house,2240.39,1842.67,21.6
8,Dundrum,53.292358,-6.245117,5.3,17,No,"Dundrum, Dublin 16",2020,Three bed,Terrace house,2032.45,1902.27,6.8
8,Dundrum,53.292358,-6.245117,5.3,17,No,"Dundrum, Dublin 16",2020,Three bed,Apartment,2469.01,2185.84,13.0
8,Dundrum,53.292358,-6.245117,5.3,17,No,"Dundrum, Dublin 16",2020,1 to 2 bed,All property types,1808.52,1587.47,13.9
8,Dundrum,53.292358,-6.245117,5.3,17,No,"Dundrum, Dublin 16",2020,1 to 2 bed,Apartment,1814.4,1675.51,8.3
8,Dundrum,53.292358,-6.245117,5.3,17,No,"Dundrum, Dublin 16",2020,1 to 3 bed,All property types,1892.78,1667.88,13.5
8,Dundrum,53.292358,-6.245117,5.3,17,No,"Dundrum, Dublin 16",2020,1 to 3 bed,Semi detached house,2127.76,1799.57,18.2
8,Dundrum,53.292358,-6.245117,5.3,17,No,"Dundrum, Dublin 16",2020,1 to 3 bed,Terrace house,1941.95,1775.39,9.4
8,Dundrum,53.292358,-6.245117,5.3,17,No,"Dundrum, Dublin 16",2020,1 to 3 bed,Apartment,1868.52,1721.25,8.6
8,Dundrum,53.292358,-6.245117,5.3,17,No,"Dundrum, Dublin 16",2020,Four plus bed,All property types,2525.23,2583.17,-2.2
8,Dundrum,53.292358,-6.245117,5.3,17,No,"Dundrum, Dublin 16",2020,Four plus bed,Semi detached house,2386.18,2456.09,-2.8
9,Balally,53.286106,-6.236772,6.11,19,Yes,"Dundrum, Dublin 16",2020,All bedrooms,All property types,1937.19,1736.52,11.6
9,Balally,53.286106,-6.236772,6.11,19,Yes,"Dundrum, Dublin 16",2020,All bedrooms,Detached house,2505.91,2432.36,3.0
9,Balally,53.286106,-6.236772,6.11,19,Yes,"Dundrum, Dublin 16",2020,All bedrooms,Semi detached house,2224.31,1991.14,11.7
9,Balally,53.286106,-6.236772,6.11,19,Yes,"Dundrum, Dublin 16",2020,All bedrooms,Terrace house,1961.74,1895.35,3.5
9,Balally,53.286106,-6.236772,6.11,19,Yes,"Dundrum, Dublin 16",2020,All bedrooms,Apartment,1868.52,1725.76,8.3
9,Balally,53.286106,-6.236772,6.11,19,Yes,"Dundrum, Dublin 16",2020,One bed,All property types,1568.83,1317.27,19.1
9,Balally,53.286106,-6.236772,6.11,19,Yes,"Dundrum, Dublin 16",2020,One bed,Apartment,1582.84,1445.15,9.5
9,Balally,53.286106,-6.236772,6.11,19,Yes,"Dundrum, Dublin 16",2020,Two bed,All property types,1890.3,1774.65,6.5
9,Balally,53.286106,-6.236772,6.11,19,Yes,"Dundrum, Dublin 16",2020,Two bed,Apartment,1897.21,1805.1,5.1
9,Balally,53.286106,-6.236772,6.11,19,Yes,"Dundrum, Dublin 16",2020,Three bed,All property types,2261.04,1965.78,15.0
9,Balally,53.286106,-6.236772,6.11,19,Yes,"Dundrum, Dublin 16",2020,Three bed,Semi detached house,2240.39,1842.67,21.6
9,Balally,53.286106,-6.236772,6.11,19,Yes,"Dundrum, Dublin 16",2020,Three bed,Terrace house,2032.45,1902.27,6.8
9,Balally,53.286106,-6.236772,6.11,19,Yes,"Dundrum, Dublin 16",2020,Three bed,Apartment,2469.01,2185.84,13.0
9,Balally,53.286106,-6.236772,6.11,19,Yes,"Dundrum, Dublin 16",2020,1 to 2 bed,All property types,1808.52,1587.47,13.9
9,Balally,53.286106,-6.236772,6.11,19,Yes,"Dundrum, Dublin 16",2020,1 to 2 bed,Apartment,1814.4,1675.51,8.3
9,Balally,53.286106,-6.236772,6.11,19,Yes,"Dundrum, Dublin 16",2020,1 to 3 bed,All property types,1892.78,1667.88,13.5
9,Balally,53.286106,-6.236772,6.11,19,Yes,"Dundrum, Dublin 16",2020,1 to 3 bed,Semi detached house,2127.76,1799.57,18.2
9,Balally,53.286106,-6.236772,6.11,19,Yes,"Dundrum, Dublin 16",2020,1 to 3 bed,Terrace house,1941.95,1775.39,9.4
9,Balally,53.286106,-6.236772,6.11,19,Yes,"Dundrum, Dublin 16",2020,1 to 3 bed,Apartment,1868.52,1721.25,8.6
9,Balally,53.286106,-6.236772,6.11,19,Yes,"Dundrum, Dublin 16",2020,Four plus bed,All property types,2525.23,2583.17,-2.2
9,Balally,53.286106,-6.236772,6.11,19,Yes,"Dundrum, Dublin 16",2020,Four plus bed,Semi detached house,2386.18,2456.09,-2.8
10,Kilmacud,53.283008,-6.223886,6.71,21,No,"Stillorgan, Dublin",2020,All bedrooms,All property types,1985.52,1736.52,14.3
10,Kilmacud,53.283008,-6.223886,6.71,21,No,"Stillorgan, Dublin",2020,All bedrooms,Detached house,2559.51,2432.36,5.2
10,Kilmacud,53.283008,-6.223886,6.71,21,No,"Stillorgan, Dublin",2020,All bedrooms,Semi detached house,2446.92,1991.14,22.9
10,Kilmacud,53.283008,-6.223886,6.71,21,No,"Stillorgan, Dublin",2020,All bedrooms,Terrace house,1997.3,1895.35,5.4
10,Kilmacud,53.283008,-6.223886,6.71,21,No,"Stillorgan, Dublin",2020,All bedrooms,Apartment,1863.66,1725.76,8.0
10,Kilmacud,53.283008,-6.223886,6.71,21,No,"Stillorgan, Dublin",2020,One bed,All property types,1576.2,1317.27,19.7
10,Kilmacud,53.283008,-6.223886,6.71,21,No,"Stillorgan, Dublin",2020,One bed,Apartment,1575.26,1445.15,9.0
10,Kilmacud,53.283008,-6.223886,6.71,21,No,"Stillorgan, Dublin",2020,Two bed,All property types,1888.91,1774.65,6.4
10,Kilmacud,53.283008,-6.223886,6.71,21,No,"Stillorgan, Dublin",2020,Two bed,Apartment,1892.35,1805.1,4.8
10,Kilmacud,53.283008,-6.223886,6.71,21,No,"Stillorgan, Dublin",2020,Three bed,All property types,2218.37,1965.78,12.8
10,Kilmacud,53.283008,-6.223886,6.71,21,No,"Stillorgan, Dublin",2020,Three bed,Semi detached house,2177.93,1842.67,18.2
10,Kilmacud,53.283008,-6.223886,6.71,21,No,"Stillorgan, Dublin",2020,Three bed,Apartment,2370.37,2185.84,8.4
10,Kilmacud,53.283008,-6.223886,6.71,21,No,"Stillorgan, Dublin",2020,1 to 2 bed,All property types,1808.76,1587.47,13.9
10,Kilmacud,53.283008,-6.223886,6.71,21,No,"Stillorgan, Dublin",2020,1 to 2 bed,Apartment,1810.96,1675.51,8.1
10,Kilmacud,53.283008,-6.223886,6.71,21,No,"Stillorgan, Dublin",2020,1 to 3 bed,All property types,1885.12,1667.88,13.0
10,Kilmacud,53.283008,-6.223886,6.71,21,No,"Stillorgan, Dublin",2020,1 to 3 bed,Semi detached house,2132.56,1799.57,18.5
10,Kilmacud,53.283008,-6.223886,6.71,21,No,"Stillorgan, Dublin",2020,1 to 3 bed,Terrace house,1955.0,1775.39,10.1
10,Kilmacud,53.283008,-6.223886,6.71,21,No,"Stillorgan, Dublin",2020,1 to 3 bed,Apartment,1859.24,1721.25,8.0
10,Kilmacud,53.283008,-6.223886,6.71,21,No,"Stillorgan, Dublin",2020,Four plus bed,All property types,2920.12,2583.17,13.0
10,Kilmacud,53.283008,-6.223886,6.71,21,No,"Stillorgan, Dublin",2020,Four plus bed,Detached house,2729.63,2950.21,-7.5
10,Kilmacud,53.283008,-6.223886,6.71,21,No,"Stillorgan, Dublin",2020,Four plus bed,Semi detached house,2890.26,2456.09,17.7
11,Stillorgan,53.279311,-6.209919,7.47,22,Yes,"Stillorgan, Dublin",2020,All bedrooms,All property types,1985.52,1736.52,14.3
11,Stillorgan,53.279311,-6.209919,7.47,22,Yes,"Stillorgan, Dublin",2020,All bedrooms,Detached house,2559.51,2432.36,5.2
11,Stillorgan,53.279311,-6.209919,7.47,22,Yes,"Stillorgan, Dublin",2020,All bedrooms,Semi detached house,2446.92,1991.14,22.9
11,Stillorgan,53.279311,-6.209919,7.47,22,Yes,"Stillorgan, Dublin",2020,All bedrooms,Terrace house,1997.3,1895.35,5.4
11,Stillorgan,53.279311,-6.209919,7.47,22,Yes,"Stillorgan, Dublin",2020,All bedrooms,Apartment,1863.66,1725.76,8.0
11,Stillorgan,53.279311,-6.209919,7.47,22,Yes,"Stillorgan, Dublin",2020,One bed,All property types,1576.2,1317.27,19.7
11,Stillorgan,53.279311,-6.209919,7.47,22,Yes,"Stillorgan, Dublin",2020,One bed,Apartment,1575.26,1445.15,9.0
11,Stillorgan,53.279311,-6.209919,7.47,22,Yes,"Stillorgan, Dublin",2020,Two bed,All property types,1888.91,1774.65,6.4
11,Stillorgan,53.279311,-6.209919,7.47,22,Yes,"Stillorgan, Dublin",2020,Two bed,Apartment,1892.35,1805.1,4.8
11,Stillorgan,53.279311,-6.209919,7.47,22,Yes,"Stillorgan, Dublin",2020,Three bed,All property types,2218.37,1965.78,12.8
11,Stillorgan,53.279311,-6.209919,7.47,22,Yes,"Stillorgan, Dublin",2020,Three bed,Semi detached house,2177.93,1842.67,18.2
11,Stillorgan,53.279311,-6.209919,7.47,22,Yes,"Stillorgan, Dublin",2020,Three bed,Apartment,2370.37,2185.84,8.4
11,Stillorgan,53.279311,-6.209919,7.47,22,Yes,"Stillorgan, Dublin",2020,1 to 2 bed,All property types,1808.76,1587.47,13.9
11,Stillorgan,53.279311,-6.209919,7.47,22,Yes,"Stillorgan, Dublin",2020,1 to 2 bed,Apartment,1810.96,1675.51,8.1
11,Stillorgan,53.279311,-6.209919,7.47,22,Yes,"Stillorgan, Dublin",2020,1 to 3 bed,All property types,1885.12,1667.88,13.0
11,Stillorgan,53.279311,-6.209919,7.47,22,Yes,"Stillorgan, Dublin",2020,1 to 3 bed,Semi detached house,2132.56,1799.57,18.5
11,Stillorgan,53.279311,-6.209919,7.47,22,Yes,"Stillorgan, Dublin",2020,1 to 3 bed,Terrace house,1955.0,1775.39,10.1
11,Stillorgan,53.279311,-6.209919,7.47,22,Yes,"Stillorgan, Dublin",2020,1 to 3 bed,Apartment,1859.24,1721.25,8.0
11,Stillorgan,53.279311,-6.209919,7.47,22,Yes,"Stillorgan, Dublin",2020,Four plus bed,All property types,2920.12,2583.17,13.0
11,Stillorgan,53.279311,-6.209919,7.47,22,Yes,"Stillorgan, Dublin",2020,Four plus bed,Detached house,2729.63,2950.21,-7.5
11,Stillorgan,53.279311,-6.209919,7.47,22,Yes,"Stillorgan, Dublin",2020,Four plus bed,Semi detached house,2890.26,2456.09,17.7
12,Sandyford,53.277603,-6.204678,7.8,24,Yes,"Sandyford, Dublin 18",2020,All bedrooms,All property types,1840.53,1736.52,6.0
12,Sandyford,53.277603,-6.204678,7.8,24,Yes,"Sandyford, Dublin 18",2020,All bedrooms,Semi detached house,2084.44,1991.14,4.7
12,Sandyford,53.277603,-6.204678,7.8,24,Yes,"Sandyford, Dublin 18",2020,All bedrooms,Apartment,1823.66,1725.76,5.7
12,Sandyford,53.277603,-6.204678,7.8,24,Yes,"Sandyford, Dublin 18",2020,One bed,All property types,1493.75,1317.27,13.4
12,Sandyford,53.277603,-6.204678,7.8,24,Yes,"Sandyford, Dublin 18",2020,One bed,Apartment,1528.62,1445.15,5.8
12,Sandyford,53.277603,-6.204678,7.8,24,Yes,"Sandyford, Dublin 18",2020,Two bed,All property types,1833.98,1774.65,3.3
12,Sandyford,53.277603,-6.204678,7.8,24,Yes,"Sandyford, Dublin 18",2020,Two bed,Apartment,1833.27,1805.1,1.6
12,Sandyford,53.277603,-6.204678,7.8,24,Yes,"Sandyford, Dublin 18",2020,Three bed,All property types,2145.97,1965.78,9.2
12,Sandyford,53.277603,-6.204678,7.8,24,Yes,"Sandyford, Dublin 18",2020,Three bed,Semi detached house,1962.11,1842.67,6.5
12,Sandyford,53.277603,-6.204678,7.8,24,Yes,"Sandyford, Dublin 18",2020,Three bed,Apartment,2236.43,2185.84,2.3
12,Sandyford,53.277603,-6.204678,7.8,24,Yes,"Sandyford, Dublin 18",2020,1 to 2 bed,All property types,1753.26,1587.47,10.4
12,Sandyford,53.277603,-6.204678,7.8,24,Yes,"Sandyford, Dublin 18",2020,1 to 2 bed,Apartment,1764.44,1675.51,5.3
12,Sandyford,53.277603,-6.204678,7.8,24,Yes,"Sandyford, Dublin 18",2020,1 to 3 bed,All property types,1820.04,1667.88,9.1
12,Sandyford,53.277603,-6.204678,7.8,24,Yes,"Sandyford, Dublin 18",2020,1 to 3 bed,Semi detached house,1986.13,1799.57,10.4
12,Sandyford,53.277603,-6.204678,7.8,24,Yes,"Sandyford, Dublin 18",2020,1 to 3 bed,Apartment,1823.7,1721.25,6.0
12,Sandyford,53.277603,-6.204678,7.8,24,Yes,"Sandyford, Dublin 18",2020,Four plus bed,All property types,2603.71,2583.17,0.8
13,Central Park,53.27015,-6.203764,8.57,26,No,"Leopardstown, Dublin 18",2020,All bedrooms,All property types,2040.25,1736.52,17.5
13,Central Park,53.27015,-6.203764,8.57,26,No,"Leopardstown, Dublin 18",2020,All bedrooms,Semi detached house,2199.02,1991.14,10.4
13,Central Park,53.27015,-6.203764,8.57,26,No,"Leopardstown, Dublin 18",2020,All bedrooms,Apartment,1997.99,1725.76,15.8
13,Central Park,53.27015,-6.203764,8.57,26,No,"Leopardstown, Dublin 18",2020,One bed,All property types,1755.54,1317.27,33.3
13,Central Park,53.27015,-6.203764,8.57,26,No,"Leopardstown, Dublin 18",2020,One bed,Apartment,1755.54,1445.15,21.5
13,Central Park,53.27015,-6.203764,8.57,26,No,"Leopardstown, Dublin 18",2020,Two bed,All property types,1977.28,1774.65,11.4
13,Central Park,53.27015,-6.203764,8.57,26,No,"Leopardstown, Dublin 18",2020,Two bed,Apartment,1970.36,1805.1,9.2
13,Central Park,53.27015,-6.203764,8.57,26,No,"Leopardstown, Dublin 18",2020,Three bed,All property types,2314.71,1965.78,17.8
13,Central Park,53.27015,-6.203764,8.57,26,No,"Leopardstown, Dublin 18",2020,Three bed,Semi detached house,2083.9,1842.67,13.1
13,Central Park,53.27015,-6.203764,8.57,26,No,"Leopardstown, Dublin 18",2020,Three bed,Apartment,2534.64,2185.84,16.0
13,Central Park,53.27015,-6.203764,8.57,26,No,"Leopardstown, Dublin 18",2020,1 to 2 bed,All property types,1920.69,1587.47,21.0
13,Central Park,53.27015,-6.203764,8.57,26,No,"Leopardstown, Dublin 18",2020,1 to 2 bed,Apartment,1914.63,1675.51,14.3
13,Central Park,53.27015,-6.203764,8.57,26,No,"Leopardstown, Dublin 18",2020,1 to 3 bed,All property types,2014.14,1667.88,20.8
13,Central Park,53.27015,-6.203764,8.57,26,No,"Leopardstown, Dublin 18",2020,1 to 3 bed,Semi detached house,2083.9,1799.57,15.8
13,Central Park,53.27015,-6.203764,8.57,26,No,"Leopardstown, Dublin 18",2020,1 to 3 bed,Apartment,1998.14,1721.25,16.1
13,Central Park,53.27015,-6.203764,8.57,26,No,"Leopardstown, Dublin 18",2020,Four plus bed,All property types,2502.41,2583.17,-3.1
14,Glencairn,53.266336,-6.209942,8.78,28,No,"Leopardstown, Dublin 18",2020,All bedrooms,All property types,2040.25,1736.52,17.5
14,Glencairn,53.266336,-6.209942,8.78,28,No,"Leopardstown, Dublin 18",2020,All bedrooms,Semi detached house,2199.02,1991.14,10.4
14,Glencairn,53.266336,-6.209942,8.78,28,No,"Leopardstown, Dublin 18",2020,All bedrooms,Apartment,1997.99,1725.76,15.8
14,Glencairn,53.266336,-6.209942,8.78,28,No,"Leopardstown, Dublin 18",2020,One bed,All property types,1755.54,1317.27,33.3
14,Glencairn,53.266336,-6.209942,8.78,28,No,"Leopardstown, Dublin 18",2020,One bed,Apartment,1755.54,1445.15,21.5
14,Glencairn,53.266336,-6.209942,8.78,28,No,"Leopardstown, Dublin 18",2020,Two bed,All property types,1977.28,1774.65,11.4
14,Glencairn,53.266336,-6.209942,8.78,28,No,"Leopardstown, Dublin 18",2020,Two bed,Apartment,1970.36,1805.1,9.2
14,Glencairn,53.266336,-6.209942,8.78,28,No,"Leopardstown, Dublin 18",2020,Three bed,All property types,2314.71,1965.78,17.8
14,Glencairn,53.266336,-6.209942,8.78,28,No,"Leopardstown, Dublin 18",2020,Three bed,Semi detached house,2083.9,1842.67,13.1
14,Glencairn,53.266336,-6.209942,8.78,28,No,"Leopardstown, Dublin 18",2020,Three bed,Apartment,2534.64,2185.84,16.0
14,Glencairn,53.266336,-6.209942,8.78,28,No,"Leopardstown, Dublin 18",2020,1 to 2 bed,All property types,1920.69,1587.47,21.0
14,Glencairn,53.266336,-6.209942,8.78,28,No,"Leopardstown, Dublin 18",2020,1 to 2 bed,Apartment,1914.63,1675.51,14.3
14,Glencairn,53.266336,-6.209942,8.78,28,No,"Leopardstown, Dublin 18",2020,1 to 3 bed,All property types,2014.14,1667.88,20.8
14,Glencairn,53.266336,-6.209942,8.78,28,No,"Leopardstown, Dublin 18",2020,1 to 3 bed,Semi detached house,2083.9,1799.57,15.8
14,Glencairn,53.266336,-6.209942,8.78,28,No,"Leopardstown, Dublin 18",2020,1 to 3 bed,Apartment,1998.14,1721.25,16.1
14,Glencairn,53.266336,-6.209942,8.78,28,No,"Leopardstown, Dublin 18",2020,Four plus bed,All property types,2502.41,2583.17,-3.1
15,The Gallops,53.261164,-6.206022,9.41,29,No,"Leopardstown, Dublin 18",2020,All bedrooms,All property types,2040.25,1736.52,17.5
15,The Gallops,53.261164,-6.206022,9.41,29,No,"Leopardstown, Dublin 18",2020,All bedrooms,Semi detached house,2199.02,1991.14,10.4
15,The Gallops,53.261164,-6.206022,9.41,29,No,"Leopardstown, Dublin 18",2020,All bedrooms,Apartment,1997.99,1725.76,15.8
15,The Gallops,53.261164,-6.206022,9.41,29,No,"Leopardstown, Dublin 18",2020,One bed,All property types,1755.54,1317.27,33.3
15,The Gallops,53.261164,-6.206022,9.41,29,No,"Leopardstown, Dublin 18",2020,One bed,Apartment,1755.54,1445.15,21.5
15,The Gallops,53.261164,-6.206022,9.41,29,No,"Leopardstown, Dublin 18",2020,Two bed,All property types,1977.28,1774.65,11.4
15,The Gallops,53.261164,-6.206022,9.41,29,No,"Leopardstown, Dublin 18",2020,Two bed,Apartment,1970.36,1805.1,9.2
15,The Gallops,53.261164,-6.206022,9.41,29,No,"Leopardstown, Dublin 18",2020,Three bed,All property types,2314.71,1965.78,17.8
15,The Gallops,53.261164,-6.206022,9.41,29,No,"Leopardstown, Dublin 18",2020,Three bed,Semi detached house,2083.9,1842.67,13.1
15,The Gallops,53.261164,-6.206022,9.41,29,No,"Leopardstown, Dublin 18",2020,Three bed,Apartment,2534.64,2185.84,16.0
15,The Gallops,53.261164,-6.206022,9.41,29,No,"Leopardstown, Dublin 18",2020,1 to 2 bed,All property types,1920.69,1587.47,21.0
15,The Gallops,53.261164,-6.206022,9.41,29,No,"Leopardstown, Dublin 18",2020,1 to 2 bed,Apartment,1914.63,1675.51,14.3
15,The Gallops,53.261164,-6.206022,9.41,29,No,"Leopardstown, Dublin 18",2020,1 to 3 bed,All property types,2014.14,1667.88,20.8
15,The Gallops,53.261164,-6.206022,9.41,29,No,"Leopardstown, Dublin 18",2020,1 to 3 bed,Semi detached house,2083.9,1799.57,15.8
15,The Gallops,53.261164,-6.206022,9.41,29,No,"Leopardstown, Dublin 18",2020,1 to 3 bed,Apartment,1998.14,1721.25,16.1
15,The Gallops,53.261164,-6.206022,9.41,29,No,"Leopardstown, Dublin 18",2020,Four plus bed,All property types,2502.41,2583.17,-3.1
16,Leopardstown Valley,53.258247,-6.198361,9.91,31,No,"Leopardstown, Dublin 18",2020,All bedrooms,All property types,2040.25,1736.52,17.5
16,Leopardstown Valley,53.258247,-6.198361,9.91,31,No,"Leopardstown, Dublin 18",2020,All bedrooms,Semi detached house,2199.02,1991.14,10.4
16,Leopardstown Valley,53.258247,-6.198361,9.91,31,No,"Leopardstown, Dublin 18",2020,All bedrooms,Apartment,1997.99,1725.76,15.8
16,Leopardstown Valley,53.258247,-6.198361,9.91,31,No,"Leopardstown, Dublin 18",2020,One bed,All property types,1755.54,1317.27,33.3
16,Leopardstown Valley,53.258247,-6.198361,9.91,31,No,"Leopardstown, Dublin 18",2020,One bed,Apartment,1755.54,1445.15,21.5
16,Leopardstown Valley,53.258247,-6.198361,9.91,31,No,"Leopardstown, Dublin 18",2020,Two bed,All property types,1977.28,1774.65,11.4
16,Leopardstown Valley,53.258247,-6.198361,9.91,31,No,"Leopardstown, Dublin 18",2020,Two bed,Apartment,1970.36,1805.1,9.2
16,Leopardstown Valley,53.258247,-6.198361,9.91,31,No,"Leopardstown, Dublin 18",2020,Three bed,All property types,2314.71,1965.78,17.8
16,Leopardstown Valley,53.258247,-6.198361,9.91,31,No,"Leopardstown, Dublin 18",2020,Three bed,Semi detached house,2083.9,1842.67,13.1
16,Leopardstown Valley,53.258247,-6.198361,9.91,31,No,"Leopardstown, Dublin 18",2020,Three bed,Apartment,2534.64,2185.84,16.0
16,Leopardstown Valley,53.258247,-6.198361,9.91,31,No,"Leopardstown, Dublin 18",2020,1 to 2 bed,All property types,1920.69,1587.47,21.0
16,Leopardstown Valley,53.258247,-6.198361,9.91,31,No,"Leopardstown, Dublin 18",2020,1 to 2 bed,Apartment,1914.63,1675.51,14.3
16,Leopardstown Valley,53.258247,-6.198361,9.91,31,No,"Leopardstown, Dublin 18",2020,1 to 3 bed,All property types,2014.14,1667.88,20.8
16,Leopardstown Valley,53.258247,-6.198361,9.91,31,No,"Leopardstown, Dublin 18",2020,1 to 3 bed,Semi detached house,2083.9,1799.57,15.8
16,Leopardstown Valley,53.258247,-6.198361,9.91,31,No,"Leopardstown, Dublin 18",2020,1 to 3 bed,Apartment,1998.14,1721.25,16.1
16,Leopardstown Valley,53.258247,-6.198361,9.91,31,No,"Leopardstown, Dublin 18",2020,Four plus bed,All property types,2502.41,2583.17,-3.1
17,Ballyogan Wood,53.255047,-6.184475,10.65,33,No,"Carrickmines, Dublin 18",2020,All bedrooms,All property types,1999.46,1736.52,15.1
17,Ballyogan Wood,53.255047,-6.184475,10.65,33,No,"Carrickmines, Dublin 18",2020,All bedrooms,Apartment,1723.94,1725.76,-0.1
